citfunc	sectitle	refentry	art	sectype	sectype2	refid	sec	ctx	pointerlist	nbcontexts	nbsections	itrp	anchorsent	partext	potential_cf	annotator	dataset
cites_as_review	Multimedia sensing in IoMT	Ian F. Akyildiz, Ismail H. Kasimoglu, Wireless sensor and actor networks: research challenges , Ad Hoc Netw. , vol. 2 (2004), pp.351-367	http://dx.doi.org/10.1016/j.adhoc.2015.04.006			<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-04-006/br/b0170>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-04-006/sec/3>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-04-006/ctx/ctx0020>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-04-006/itrp/0061	'These sensor devices are supposed to report the acquired data to the actors, which are intelligent and resource rich devices possessing high energy, processing and communicating capabilities [34][[ refid=''b0170'' ]].'				100_classified_citeAsReview
extends	Introduction	I.R. Chen, J. Guo, Dynamic hierarchical trust management of mobile groups and its application to misbehaving node detection, in: 28th IEEE International Conference on Advanced Information Networking and Applications, Victoria, Canada, 2014.	http://dx.doi.org/10.1016/j.adhoc.2015.05.004	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-05-004/br/b0205>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-05-004/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-05-004/ctx/ctx0007>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-05-004/itrp/0039	'This paper substantially extends from [41][[ refid=''b0205'' ]] by adding simulation validation using ns-3 (Section 5) as well as new materials, including a theoretical analysis of the protocol’s convergence, accuracy and resiliency properties (Section 4), a sensitivity analysis of the effect of trust formation on application performance (Section 6), and a discussion on applicability (Section 7).'				100_classified_extends
cites_as_review	Background and related work	S. Panichpapiboon, W. Pattara-Atikom, A review of information dissemination protocols for vehicular ad hoc networks , IEEE Commun. Surv. Tutor. , vol. 14 (2012), pp.784-798	http://dx.doi.org/10.1016/j.adhoc.2015.08.021	related work	background	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/br/bib0011>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/sec/2>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/ctx/ctx0011>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/itrp/0052	'The basic approach that is commonly used for broadcast mitigation is to decrease the number of redundant data packets so that the delivery overhead is reduced, by selecting only a subset of vehicles to rebroadcast [11][[ refid=''bib0011'' ]].'				100_classified_citeAsReview
cites_as_review	Background and related work	A. Boukerche, Handbocites as review of Algorithms for Wireless Networking and Mobile Computing , None, CRC Press (2005)	http://dx.doi.org/10.1016/j.adhoc.2015.08.021	related work	background	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/br/bib0010>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/sec/2>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/ctx/ctx0010>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-021/itrp/0053	'For a basic overview on mobile networks, we refer to [10][[ refid=''bib0010'' ]].'				100_classified_citeAsReview
cites_as_review	Introduction	B. Tavli, K. Bicakci, R. Zilan, J.M. Barcelo-Ordinas, A survey of visual sensor network platforms , Multimedia Tools Appl. , vol. 60 (2012), pp.689-726	http://dx.doi.org/10.1016/j.adhoc.2015.08.026	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-026/br/bib0007>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-026/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-026/ctx/ctx0006>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2015-08-026/itrp/0035	'Besides, bandwidth requirements for carrying visual data are also much higher [7][[ refid=''bib0007'' ]].'				100_classified_citeAsReview
cites_as_review	Formation of ICMANET	G. Tyson, N. Sastry, R. Cuevas, I. Rimac, A. Mauthe, A survey of mobility in information-centric networks , Commun. ACM , vol. 56 (2013), pp.90-98	http://dx.doi.org/10.1016/j.adhoc.2016.04.005			<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/br/bib0046>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/sec/3>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/ctx/ctx0031>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/itrp/0084	'Thus, it allows the applications to publish and consume content directly through its name without being aware of the network-layer address [46][[ refid=''bib0046'' ]].'				100_classified_citeAsReview
cites_as_review	Formation of ICMANET	G. Tyson, N. Sastry, R. Cuevas, I. Rimac, A. Mauthe, A survey of mobility in information-centric networks , Commun. ACM , vol. 56 (2013), pp.90-98	http://dx.doi.org/10.1016/j.adhoc.2016.04.005			<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/br/bib0046>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/sec/3>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/ctx/ctx0033>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-04-005/itrp/0086	'Normally, content retrieval in HCN depends strongly on location concept in the content identifier(e.g., URL) [46][[ refid=''bib0046'' ]].'				100_classified_citeAsReview
cites_as_review	Introduction	G. Kumar, K. Kumar, M. Sachdeva, The use of artificial intelligence based techniques for intrusion detection: a review , Artif. Intell. Rev. , vol. 34 (2010), pp.369-387	http://dx.doi.org/10.1016/j.adhoc.2016.06.013	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/br/bib0006>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/ctx/ctx0006>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/itrp/0010	'For example, in [6][[ refid=''bib0006'' ]], comparison among various InetIntel techniques for intrusion detection systems showed HIT''s superiority in achieving higher detection accuracy.'				100_classified_citeAsReview
cites	Overview of NetMem	S. Paul, An optimized distributed association rule mining algorithm in parallel and distributed data mining with xml data for improved response time , Int. J. Comput. Sci. Inform. Technol. , vol. 2 (2010), pp.88-101	http://dx.doi.org/10.1016/j.adhoc.2016.06.013			<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/br/bib0020>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/sec/3>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/ctx/ctx0040>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-06-013/itrp/0066	'Those reports might reveal the occurrence of abnormal services or attacks;(b)Pattern learning which executes algorithms and statistical analysis models for StM data attributes and features discovery (e.g., ARL [20][[ refid=''bib0020'' ]]).'				100_classified_citeAsReview
cites_as_review	Introduction	J.M.T. Portocarrero, F.C. Delicato, P.F. Pires, N. Gámez, L. Fuentes, D. Ludovino, P. Ferreira, Autonomic wireless sensor networks: a systematic literature review , J. Sensors. , vol. 2014 (2014), pp.None	http://dx.doi.org/10.1016/j.adhoc.2016.11.004	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/br/bib0008>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/ctx/ctx0008>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/itrp/0014	'We argued in [8][[ refid=''bib0008'' ]] that middleware systems developed until today are valuable tools for assisting developers to build distributed applications, and for dealing with heterogeneity and distribution issues.'				100_classified_citeAsReview
cites_as_review	Introduction	C.M. De Farias, W. Li, F.C. Delicato, L. Pirmez, A.Y. Zomaya, P.F. Pires, J.N. De Souza, A systematic review of shared sensor networks , ACM Comput. Surv. , vol. 48 (2016), pp.1-50	http://dx.doi.org/10.1016/j.adhoc.2016.11.004	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/br/bib0005>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/ctx/ctx0005>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/itrp/0027	'However, when we consider more complex applications, with dynamic requirements, or when multiple applications share the WSN infrastructure [5][[ refid=''bib0005'' ]], the need for a more advanced, dynamically reconfigurable architecture, is evident.'				100_classified_citeAsReview
cites_as_review	Introduction	M.-M. Wang, J.-N. Cao, J. Li, S.K. Dasi, Middleware for wireless sensor networks: a survey , J. Comput. Sci. Technol. , vol. 23 (2008), pp.305-326	http://dx.doi.org/10.1016/j.adhoc.2016.11.004	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/br/bib0006>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/ctx/ctx0006>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/itrp/0028	'The above-mentioned characteristics require the use of specific middleware systems to WSNs [6][[ refid=''bib0006'' ]].'				100_classified_citeAsReview
uses_method_in	RAMSES evaluation	J.M.T. Portocarrero, F.C. Delicato, P.F. Pires, E.Y. Nakagawa, F. Oquendo, Self-adaptive middleware for wireless sensor networks: a reference architecture , Proceedings of the 2015 European Conference on Software Architecture Workshops - ECSAW ’15, ACM Press (2015)	http://dx.doi.org/10.1016/j.adhoc.2016.11.004	results		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/br/bib0015>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/sec/5>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/ctx/ctx0059>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/itrp/0038	'We followed the recommendations as prescribed by FERA to conduct the evaluation of the two versions of RAMSES (the one published in [15][[ refid=''bib0015'' ]] - without considering RAModel - and the evolved version described in this paper).'				100_classified_extends
cites_as_review	The technical details of RAMSES	Z. Yang, Z. Li, Z. Jin, Y. Ghen, A systematic literature review of requirements modeling and analysis for self-adaptive systems , REFSQ, Springer (2014)	http://dx.doi.org/10.1016/j.adhoc.2016.11.004			<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/br/bib0027>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/sec/4>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/ctx/ctx0039>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/itrp/0063	'For instance, Yang et al. [27][[ refid=''bib0027'' ]] adds adaptability as a relevant quality characteristic of self-adaptive systems.'				100_classified_citeAsReview
cites_as_review	Introduction	F.D. Macías-Escrivá, R. Haber, R. del Toro, V. Hernandez, Self-adaptive systems: a survey of current approaches, research challenges and applications , Expert Syst. Appl. , vol. 40 (2013), pp.7267-7279	http://dx.doi.org/10.1016/j.adhoc.2016.11.004	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/br/bib0011>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/ctx/ctx0011>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/itrp/0076	'These elements are known as MAPE-K model (Monitor, Analyze, Plan, Execute and Knowledge Base) [11][[ refid=''bib0011'' ]].'				100_classified_citeAsReview
cites_as_review	Introduction	J.M.T. Portocarrero, F.C. Delicato, P.F. Pires, N. Gámez, L. Fuentes, D. Ludovino, P. Ferreira, Autonomic wireless sensor networks: a systematic literature review , J. Sensors. , vol. 2014 (2014), pp.None	http://dx.doi.org/10.1016/j.adhoc.2016.11.004	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/br/bib0008>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/ctx/ctx0015>				http://www.scar.disi.unibo.it/r/10-1016-j-adhoc-2016-11-004/itrp/0080	'The RA was conceived based on some noticeable self-adaptive middleware systems for WSNs, as identified and described in [8][[ refid=''bib0008'' ]].'				100_classified_citeAsReview
cites_as_review	Introduction	D. Baccarini, The concept of project complexity—a review , Int J Project Manage , vol. 14 (1996), pp.201-204	http://dx.doi.org/10.1016/j.advengsoft.2009.11.006	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/br/bib6>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/ctx/ctx0003>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/itrp/0050	'The main feature of complexity is structural uncertainty, viewed in terms of differentiation and interdependence [6][[ refid=''bib6'' ]].'				100_classified_citeAsReview
extends	Related work	W.S. Xu, J.Z. Cha, M. Sobolewski, A service-oriented collaborative design platform for concurrent engineering , Adv Mater Res , vol. 44 (2008), pp.717-724	http://dx.doi.org/10.1016/j.advengsoft.2009.11.006	related work		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/br/bib127>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/sec/2>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/ctx/ctx0058>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/itrp/0075	'This paper is an updated and improved version of the conference paper [127][[ refid=''bib127'' ]].'				100_classified_extends
cites_as_review	Related work	Weiming Shen, Qi Hao, Weidong Li, Computer supported collaborative design: retrospective and perspective , Comput Ind , vol. 59 (2008), pp.855-862	http://dx.doi.org/10.1016/j.advengsoft.2009.11.006	related work		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/br/bib101>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/sec/2>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/ctx/ctx0037>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2009-11-006/itrp/0078	'A comprehensive review of the R&D literature on computer supported collaborative design (CSCD) can be found in [101][[ refid=''bib101'' ]], from the pre-CSCD technologies of the 1980s to today’s state-of-the-art CSCD.'				100_classified_citeAsReview
cites	Related work	OpenNEbula Project. <	http://dx.doi.org/10.1016/j.advengsoft.2011.05.007	related work		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-05-007/br/b0085>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-05-007/sec/2>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-05-007/ctx/ctx0005>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-05-007/itrp/0018	'The OpenNEbula system extends the benefits of virtualization platforms from a single physical resource to a pool of resources, decoupling the server, not only from the physical infrastructure but also from the physical location [17][[ refid=''b0085'' ]].'				100_classified_extends
cites_as_review	Introduction	C. Mateos, A. Zunino, M. Campo, A survey on approaches to gridification , Software: Pract Exp , vol. 38 (2008), pp.523-556	http://dx.doi.org/10.1016/j.advengsoft.2011.08.006	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/br/b0130>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/ctx/ctx0002>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/itrp/0023	'The inherent distributed and parallel nature of Grid applications, however, places a huge burden on regular users willing to exploit the hardware capabilities of such supercomputers, since a significant development effort and knowledge on distributed and parallel programming are required to put a Grid application to work [26][[ refid=''b0130'' ]].'				100_classified_citeAsReview
cites_as_review	Introduction	C. Mateos, A. Zunino, M. Campo, A survey on approaches to gridification , Software: Pract Exp , vol. 38 (2008), pp.523-556	http://dx.doi.org/10.1016/j.advengsoft.2011.08.006	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/br/b0130>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/ctx/ctx0005>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/itrp/0027	'Consequently, introducing purely algorithmic optimizations remain error prone and require a considerable amount of testing [26][[ refid=''b0130'' ]], which demands time and effort.'				100_classified_citeAsReview
cites_as_review	Introduction	C. Mateos, A. Zunino, M. Campo, A survey on approaches to gridification , Software: Pract Exp , vol. 38 (2008), pp.523-556	http://dx.doi.org/10.1016/j.advengsoft.2011.08.006	introduction		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/br/b0130>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/sec/1>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/ctx/ctx0006>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2011-08-006/itrp/0028	'The recent notion of “gridification” [26][[ refid=''b0130'' ]] has introduced a radical twist in the way Grid applications are built.'				100_classified_citeAsReview
cites_as_review	Related work	Birkmeier D, Overhage S. On componenet identification approaches – classification, state of the art, and comparision. In: Lewis GA, Poernomo I, Hofmeister C. editors. 12th international symposium on component-based software engineering, vol. LNCS 5582. 2009. p. 1–18.	http://dx.doi.org/10.1016/j.advengsoft.2012.08.002	related work		<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2012-08-002/br/b0145>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2012-08-002/sec/2>	<http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2012-08-002/ctx/ctx0024>				http://www.scar.disi.unibo.it/r/10-1016-j-advengsoft-2012-08-002/itrp/0007	'Birkmeier and Overhage [29][[ refid=''b0145'' ]] presented a survey on the state of the art in component identification and introduced a classification scheme to analyze the respective strengths and weaknesses of different approaches.'				100_classified_citeAsReview
